original_accession_n,new_name
RS_GCF_024298905.1_protein,g__Natronomonas
RS_GCF_023638055.1_protein,g__Natronoarchaeum
GB_GCA_024280435.1_protein,g__JAJRQD01
GB_GCA_023269825.1_protein,g__UBA285
GB_GCA_023411115.1_protein,g__Methanobacterium_D
GB_GCA_023265395.1_protein,g__JAHFTX01
GB_GCA_020341775.1_protein,g__GCA-020341775
GB_GCA_021161045.1_protein,g__B23
GB_GCA_021802125.1_protein,g__JAKAAX01
GB_GCA_021325295.1_protein,g__JAJPHM01
GB_GCA_022848835.1_protein,g__JAJISG01
GB_GCA_023128965.1_protein,g__CS3-C152
GB_GCA_023440975.1_protein,g__UBA412
GB_GCA_020725925.1_protein,g__COMBO-56-21
GB_GCA_025058735.1_protein,g__WYZ-LMO2
GB_GCA_025058595.1_protein,g__DRYS01
GB_GCA_024228675.1_protein,g__Salinigranum
GB_GCA_023256435.1_protein,g__Thermoplasma
GB_GCA_025057955.1_protein,g__JANXER01
GB_GCA_024276825.1_protein,g__JAJRWI01
GB_GCA_024518575.1_protein,g__Methanothrix_B
GB_GCA_021161685.1_protein,g__JAGHAD01
GB_GCA_021106765.1_protein,g__JAIOTO01
GB_GCA_020832985.1_protein,g__DTCV01
GB_GCA_024860875.1_protein,g__VHBL01
GB_GCA_025058425.1_protein,g__JANXEG01
GB_GCA_021798195.1_protein,g__JAJZYH01
GB_GCA_020833005.1_protein,g__DSZF01
GB_GCA_021159465.1_protein,g__G60ANME1
GB_GCA_021161865.1_protein,g__B91-G9
GB_GCA_021325135.1_protein,g__JAJPHT01
GB_GCA_021513695.1_protein,g__PR6
GB_GCA_021161825.1_protein,g__B69-G16
GB_GCA_023249725.1_protein,g__UBA349
GB_GCA_021158125.1_protein,g__AUK093
GB_GCA_021816965.1_protein,g__Cuniculiplasma
GB_GCA_022749995.1_protein,g__JAKIVR01
