dset_name,node,type,dist_to_root,ec_cat,count
gen4arc,g__SMTZ1-45,extant,3.28244,2,155
gen4arc,g__SMTZ1-45,extant,3.28244,3,106
gen4arc,g__SMTZ1-45,extant,3.28244,1,96
gen4arc,g__SMTZ1-45,extant,3.28244,4,46
gen4arc,g__SMTZ1-45,extant,3.28244,6,43
gen4arc,g__SMTZ1-45,extant,3.28244,5,22
gen4arc,g__SOIM01,extant,4.230020000000001,2,135
gen4arc,g__SOIM01,extant,4.230020000000001,3,68
gen4arc,g__SOIM01,extant,4.230020000000001,1,66
gen4arc,g__SOIM01,extant,4.230020000000001,6,48
gen4arc,g__SOIM01,extant,4.230020000000001,4,34
gen4arc,g__SOIM01,extant,4.230020000000001,5,26
gen4arc,g__SOJA01,extant,5.3943,2,122
gen4arc,g__SOJA01,extant,5.3943,3,65
gen4arc,g__SOJA01,extant,5.3943,1,62
gen4arc,g__SOJA01,extant,5.3943,6,48
gen4arc,g__SOJA01,extant,5.3943,4,28
gen4arc,g__SOJA01,extant,5.3943,5,21
gen4arc,g__SOJC01,extant,5.4380500000000005,2,110
gen4arc,g__SOJC01,extant,5.4380500000000005,1,57
gen4arc,g__SOJC01,extant,5.4380500000000005,3,54
gen4arc,g__SOJC01,extant,5.4380500000000005,6,48
gen4arc,g__SOJC01,extant,5.4380500000000005,4,30
gen4arc,g__SOJC01,extant,5.4380500000000005,5,15
gen4arc,g__SOJZ01,extant,4.37892,2,118
gen4arc,g__SOJZ01,extant,4.37892,3,72
gen4arc,g__SOJZ01,extant,4.37892,1,58
gen4arc,g__SOJZ01,extant,4.37892,6,47
gen4arc,g__SOJZ01,extant,4.37892,5,28
gen4arc,g__SOJZ01,extant,4.37892,4,26
gen4arc,g__SOKP01,extant,4.91483,2,211
gen4arc,g__SOKP01,extant,4.91483,1,123
gen4arc,g__SOKP01,extant,4.91483,3,117
gen4arc,g__SOKP01,extant,4.91483,4,68
gen4arc,g__SOKP01,extant,4.91483,6,53
gen4arc,g__SOKP01,extant,4.91483,5,38
gen4arc,g__SW-10-69-26,extant,2.62426,2,143
gen4arc,g__SW-10-69-26,extant,2.62426,3,89
gen4arc,g__SW-10-69-26,extant,2.62426,1,78
gen4arc,g__SW-10-69-26,extant,2.62426,6,57
gen4arc,g__SW-10-69-26,extant,2.62426,4,46
gen4arc,g__SW-10-69-26,extant,2.62426,5,25
gen4arc,g__SZUA-1435,extant,4.53993,2,106
gen4arc,g__SZUA-1435,extant,4.53993,3,57
gen4arc,g__SZUA-1435,extant,4.53993,6,37
gen4arc,g__SZUA-1435,extant,4.53993,1,35
gen4arc,g__SZUA-1435,extant,4.53993,4,23
gen4arc,g__SZUA-1435,extant,4.53993,5,16
gen4arc,g__SZUA-1443,extant,5.23965,2,115
gen4arc,g__SZUA-1443,extant,5.23965,3,54
gen4arc,g__SZUA-1443,extant,5.23965,6,48
gen4arc,g__SZUA-1443,extant,5.23965,1,45
gen4arc,g__SZUA-1443,extant,5.23965,4,29
gen4arc,g__SZUA-1443,extant,5.23965,5,20
gen4arc,g__SZUA-1514,extant,4.705300000000001,2,115
gen4arc,g__SZUA-1514,extant,4.705300000000001,3,69
gen4arc,g__SZUA-1514,extant,4.705300000000001,1,60
gen4arc,g__SZUA-1514,extant,4.705300000000001,6,39
gen4arc,g__SZUA-1514,extant,4.705300000000001,4,37
gen4arc,g__SZUA-1514,extant,4.705300000000001,5,16
gen4arc,g__SZUA-1515,extant,4.306430000000001,2,142
gen4arc,g__SZUA-1515,extant,4.306430000000001,1,90
gen4arc,g__SZUA-1515,extant,4.306430000000001,3,61
gen4arc,g__SZUA-1515,extant,4.306430000000001,6,51
gen4arc,g__SZUA-1515,extant,4.306430000000001,4,46
gen4arc,g__SZUA-1515,extant,4.306430000000001,5,22
gen4arc,g__SZUA-236,extant,2.16793,2,139
gen4arc,g__SZUA-236,extant,2.16793,3,64
gen4arc,g__SZUA-236,extant,2.16793,1,61
gen4arc,g__SZUA-236,extant,2.16793,4,47
gen4arc,g__SZUA-236,extant,2.16793,6,44
gen4arc,g__SZUA-236,extant,2.16793,5,25
gen4arc,g__Saccharolobus,extant,5.34536,2,158
gen4arc,g__Saccharolobus,extant,5.34536,1,116
gen4arc,g__Saccharolobus,extant,5.34536,3,91
gen4arc,g__Saccharolobus,extant,5.34536,4,70
gen4arc,g__Saccharolobus,extant,5.34536,6,56
gen4arc,g__Saccharolobus,extant,5.34536,5,24
gen4arc,g__Salarchaeum,extant,3.66208,2,140
gen4arc,g__Salarchaeum,extant,3.66208,1,89
gen4arc,g__Salarchaeum,extant,3.66208,3,83
gen4arc,g__Salarchaeum,extant,3.66208,4,57
gen4arc,g__Salarchaeum,extant,3.66208,6,51
gen4arc,g__Salarchaeum,extant,3.66208,5,27
gen4arc,g__Salinadaptatus,extant,3.74232,2,169
gen4arc,g__Salinadaptatus,extant,3.74232,1,107
gen4arc,g__Salinadaptatus,extant,3.74232,3,97
gen4arc,g__Salinadaptatus,extant,3.74232,4,71
gen4arc,g__Salinadaptatus,extant,3.74232,6,61
gen4arc,g__Salinadaptatus,extant,3.74232,5,30
gen4arc,g__Salinarchaeum,extant,2.8734999999999995,2,157
gen4arc,g__Salinarchaeum,extant,2.8734999999999995,1,89
gen4arc,g__Salinarchaeum,extant,2.8734999999999995,3,77
gen4arc,g__Salinarchaeum,extant,2.8734999999999995,6,60
gen4arc,g__Salinarchaeum,extant,2.8734999999999995,4,59
gen4arc,g__Salinarchaeum,extant,2.8734999999999995,5,29
gen4arc,g__Salinibaculum,extant,3.78644,2,154
gen4arc,g__Salinibaculum,extant,3.78644,1,97
gen4arc,g__Salinibaculum,extant,3.78644,3,93
gen4arc,g__Salinibaculum,extant,3.78644,6,59
gen4arc,g__Salinibaculum,extant,3.78644,4,56
gen4arc,g__Salinibaculum,extant,3.78644,5,31
gen4arc,g__Salinigranum,extant,3.7157299999999993,2,169
gen4arc,g__Salinigranum,extant,3.7157299999999993,3,124
gen4arc,g__Salinigranum,extant,3.7157299999999993,1,108
gen4arc,g__Salinigranum,extant,3.7157299999999993,4,71
gen4arc,g__Salinigranum,extant,3.7157299999999993,6,58
gen4arc,g__Salinigranum,extant,3.7157299999999993,5,32
gen4arc,g__Salinirubrum,extant,3.65627,2,151
gen4arc,g__Salinirubrum,extant,3.65627,3,107
gen4arc,g__Salinirubrum,extant,3.65627,1,97
gen4arc,g__Salinirubrum,extant,3.65627,4,63
gen4arc,g__Salinirubrum,extant,3.65627,6,55
gen4arc,g__Salinirubrum,extant,3.65627,5,33
gen4arc,g__Salinirussus,extant,3.75414,2,160
gen4arc,g__Salinirussus,extant,3.75414,1,97
gen4arc,g__Salinirussus,extant,3.75414,3,96
gen4arc,g__Salinirussus,extant,3.75414,4,61
gen4arc,g__Salinirussus,extant,3.75414,6,55
gen4arc,g__Salinirussus,extant,3.75414,5,30
gen4arc,g__Saliphagus,extant,3.7779499999999993,2,161
gen4arc,g__Saliphagus,extant,3.7779499999999993,3,109
gen4arc,g__Saliphagus,extant,3.7779499999999993,1,104
gen4arc,g__Saliphagus,extant,3.7779499999999993,4,71
gen4arc,g__Saliphagus,extant,3.7779499999999993,6,53
gen4arc,g__Saliphagus,extant,3.7779499999999993,5,31
gen4arc,g__Staphylothermus,extant,5.25827,2,119
gen4arc,g__Staphylothermus,extant,5.25827,3,69
gen4arc,g__Staphylothermus,extant,5.25827,1,42
gen4arc,g__Staphylothermus,extant,5.25827,6,39
gen4arc,g__Staphylothermus,extant,5.25827,4,25
gen4arc,g__Staphylothermus,extant,5.25827,5,17
gen4arc,g__Stygiolobus,extant,5.37074,2,151
gen4arc,g__Stygiolobus,extant,5.37074,1,107
gen4arc,g__Stygiolobus,extant,5.37074,3,92
gen4arc,g__Stygiolobus,extant,5.37074,4,61
gen4arc,g__Stygiolobus,extant,5.37074,6,57
gen4arc,g__Stygiolobus,extant,5.37074,5,26
gen4arc,g__Sulfodiicoccus,extant,5.38664,2,141
gen4arc,g__Sulfodiicoccus,extant,5.38664,1,93
gen4arc,g__Sulfodiicoccus,extant,5.38664,3,88
gen4arc,g__Sulfodiicoccus,extant,5.38664,4,59
gen4arc,g__Sulfodiicoccus,extant,5.38664,6,51
gen4arc,g__Sulfodiicoccus,extant,5.38664,5,24
gen4arc,g__Sulfolobus,extant,5.43489,2,156
gen4arc,g__Sulfolobus,extant,5.43489,1,104
gen4arc,g__Sulfolobus,extant,5.43489,3,91
gen4arc,g__Sulfolobus,extant,5.43489,4,62
gen4arc,g__Sulfolobus,extant,5.43489,6,56
gen4arc,g__Sulfolobus,extant,5.43489,5,25
gen4arc,g__Sulfuracidifex,extant,5.4548000000000005,2,148
gen4arc,g__Sulfuracidifex,extant,5.4548000000000005,1,95
gen4arc,g__Sulfuracidifex,extant,5.4548000000000005,3,84
gen4arc,g__Sulfuracidifex,extant,5.4548000000000005,4,58
gen4arc,g__Sulfuracidifex,extant,5.4548000000000005,6,56
gen4arc,g__Sulfuracidifex,extant,5.4548000000000005,5,26
gen4arc,g__Sulfurisphaera,extant,5.2875,2,152
gen4arc,g__Sulfurisphaera,extant,5.2875,1,102
gen4arc,g__Sulfurisphaera,extant,5.2875,3,89
gen4arc,g__Sulfurisphaera,extant,5.2875,4,59
gen4arc,g__Sulfurisphaera,extant,5.2875,6,56
gen4arc,g__Sulfurisphaera,extant,5.2875,5,26
gen4arc,g__Syntropharchaeum_A,extant,2.36181,2,157
gen4arc,g__Syntropharchaeum_A,extant,2.36181,3,70
gen4arc,g__Syntropharchaeum_A,extant,2.36181,1,61
gen4arc,g__Syntropharchaeum_A,extant,2.36181,6,53
gen4arc,g__Syntropharchaeum_A,extant,2.36181,4,47
gen4arc,g__Syntropharchaeum_A,extant,2.36181,5,28
gen4arc,g__Sysuiplasma,extant,3.40821,2,151
gen4arc,g__Sysuiplasma,extant,3.40821,1,101
gen4arc,g__Sysuiplasma,extant,3.40821,3,94
gen4arc,g__Sysuiplasma,extant,3.40821,4,53
gen4arc,g__Sysuiplasma,extant,3.40821,6,49
gen4arc,g__Sysuiplasma,extant,3.40821,5,27
gen4arc,g__TA-20,extant,5.83079,2,139
gen4arc,g__TA-20,extant,5.83079,1,66
gen4arc,g__TA-20,extant,5.83079,3,54
gen4arc,g__TA-20,extant,5.83079,6,52
gen4arc,g__TA-20,extant,5.83079,4,41
gen4arc,g__TA-20,extant,5.83079,5,25
gen4arc,g__TA-21,extant,6.10404,2,139
gen4arc,g__TA-21,extant,6.10404,1,75
gen4arc,g__TA-21,extant,6.10404,6,54
gen4arc,g__TA-21,extant,6.10404,3,53
gen4arc,g__TA-21,extant,6.10404,4,43
gen4arc,g__TA-21,extant,6.10404,5,26
gen4arc,g__TEKIR-14,extant,3.23663,2,140
gen4arc,g__TEKIR-14,extant,3.23663,1,99
gen4arc,g__TEKIR-14,extant,3.23663,3,84
gen4arc,g__TEKIR-14,extant,3.23663,6,51
gen4arc,g__TEKIR-14,extant,3.23663,4,47
gen4arc,g__TEKIR-14,extant,3.23663,5,20
gen4arc,g__TEKIR-8,extant,4.84309,2,176
gen4arc,g__TEKIR-8,extant,4.84309,1,100
gen4arc,g__TEKIR-8,extant,4.84309,3,96
gen4arc,g__TEKIR-8,extant,4.84309,4,59
gen4arc,g__TEKIR-8,extant,4.84309,6,49
gen4arc,g__TEKIR-8,extant,4.84309,5,34
gen4arc,g__TH5893,extant,5.9996,2,137
gen4arc,g__TH5893,extant,5.9996,1,70
gen4arc,g__TH5893,extant,5.9996,3,65
gen4arc,g__TH5893,extant,5.9996,6,56
gen4arc,g__TH5893,extant,5.9996,4,39
gen4arc,g__TH5893,extant,5.9996,5,22
gen4arc,g__TH5896,extant,6.074039999999999,2,159
gen4arc,g__TH5896,extant,6.074039999999999,3,107
gen4arc,g__TH5896,extant,6.074039999999999,1,103
gen4arc,g__TH5896,extant,6.074039999999999,6,57
gen4arc,g__TH5896,extant,6.074039999999999,4,52
gen4arc,g__TH5896,extant,6.074039999999999,5,26
gen4arc,g__Tc-Br11,extant,3.75935,2,164
gen4arc,g__Tc-Br11,extant,3.75935,1,101
gen4arc,g__Tc-Br11,extant,3.75935,3,100
gen4arc,g__Tc-Br11,extant,3.75935,4,65
gen4arc,g__Tc-Br11,extant,3.75935,6,56
gen4arc,g__Tc-Br11,extant,3.75935,5,30
gen4arc,g__Terraquivivens,extant,4.409980000000001,2,118
gen4arc,g__Terraquivivens,extant,4.409980000000001,1,73
gen4arc,g__Terraquivivens,extant,4.409980000000001,3,56
gen4arc,g__Terraquivivens,extant,4.409980000000001,6,44
gen4arc,g__Terraquivivens,extant,4.409980000000001,4,36
gen4arc,g__Terraquivivens,extant,4.409980000000001,5,20
gen4arc,g__Thermocladium,extant,5.25509,2,136
gen4arc,g__Thermocladium,extant,5.25509,3,77
gen4arc,g__Thermocladium,extant,5.25509,1,77
gen4arc,g__Thermocladium,extant,5.25509,4,47
gen4arc,g__Thermocladium,extant,5.25509,6,43
gen4arc,g__Thermocladium,extant,5.25509,5,25
gen4arc,g__Thermococcus,extant,2.8805,2,130
gen4arc,g__Thermococcus,extant,2.8805,3,76
gen4arc,g__Thermococcus,extant,2.8805,1,58
gen4arc,g__Thermococcus,extant,2.8805,6,47
gen4arc,g__Thermococcus,extant,2.8805,4,34
gen4arc,g__Thermococcus,extant,2.8805,5,25
gen4arc,g__Thermococcus_A,extant,2.7254400000000003,2,145
gen4arc,g__Thermococcus_A,extant,2.7254400000000003,3,75
gen4arc,g__Thermococcus_A,extant,2.7254400000000003,1,53
gen4arc,g__Thermococcus_A,extant,2.7254400000000003,6,46
gen4arc,g__Thermococcus_A,extant,2.7254400000000003,4,31
gen4arc,g__Thermococcus_A,extant,2.7254400000000003,5,26
gen4arc,g__Thermococcus_B,extant,2.68189,2,156
gen4arc,g__Thermococcus_B,extant,2.68189,3,81
gen4arc,g__Thermococcus_B,extant,2.68189,1,63
gen4arc,g__Thermococcus_B,extant,2.68189,6,53
gen4arc,g__Thermococcus_B,extant,2.68189,4,42
gen4arc,g__Thermococcus_B,extant,2.68189,5,30
gen4arc,g__Thermococcus_C,extant,2.66074,2,162
gen4arc,g__Thermococcus_C,extant,2.66074,3,85
gen4arc,g__Thermococcus_C,extant,2.66074,1,65
gen4arc,g__Thermococcus_C,extant,2.66074,6,53
gen4arc,g__Thermococcus_C,extant,2.66074,4,42
gen4arc,g__Thermococcus_C,extant,2.66074,5,33
gen4arc,g__Thermofilum_B,extant,5.06199,2,122
gen4arc,g__Thermofilum_B,extant,5.06199,3,75
